RH_avg,RR,ss,ff_x,flood,TempRangeCategory,month
76.0,28.3,9.4,5.0,0,1,9
74.0,0.0,9.7,4.0,0,1,9
78.0,3.4,8.9,5.0,0,1,9
77.0,36.4,5.008160031689443,4.0,0,1,9
72.0,0.0,5.9,4.0,0,1,9
68.0,0.0,7.8,4.0,0,1,9
70.0,0.0,7.9,4.0,0,1,9
67.0,1.4,10.0,4.0,0,1,9
69.0,0.0,8.9,4.0,0,1,9
73.0,1.4,5.008160031689443,5.0,0,1,9
74.0,39.5,7.3,4.0,0,1,9
79.0,0.0,9.6,4.0,0,1,9
75.0,0.0,5.2,4.0,0,1,9
79.0,4.2,2.9,3.0,0,1,9
76.0,0.0,6.5,4.0,0,1,9
72.0,0.0,7.1,6.0,0,1,9
76.0,1.4,9.3,5.0,0,1,9
80.0,29.0,1.9,3.0,0,0,9
78.0,1.4,1.8,5.0,0,1,9
80.0,1.4,6.7,5.0,0,1,9
74.0,0.2,7.5,3.0,1,1,9
70.0,38.0,7.7,7.0,0,1,9
75.0,0.0,5.1,6.0,0,1,9
70.0,1.4,4.3,4.0,0,1,9
79.0,7.6,6.4,4.0,0,1,9
85.0,10.0,7.3,4.0,0,0,9
75.0,49.3,0.1,5.0,0,1,10
75.0,0.0,6.3,7.0,0,0,10
70.0,1.4,3.6,3.0,0,1,10
76.0,1.4,4.7,4.0,0,1,10
73.0,0.2,2.3,4.0,0,1,10
75.0,0.8,5.1,3.0,0,1,10
72.0,1.4,0.6,4.0,0,1,10
77.0,1.4,7.1,5.0,0,0,10
77.0,5.0,0.0,6.0,0,1,10
84.0,3.9,4.6,4.0,0,1,10
76.0,0.6,0.0,4.0,0,1,10
83.0,3.3,1.7,3.0,0,0,10
79.0,0.3,0.0,3.0,0,0,10
78.0,0.2,2.6,5.0,0,0,10
76.0,0.0,0.0,3.0,0,1,10
73.0,3.5,1.2,5.0,0,1,10
68.0,0.0,5.3,3.0,0,1,10
66.0,1.4,0.1,3.0,0,1,10
70.0,0.0,6.5,4.0,0,1,10
72.0,1.4,8.0,3.0,0,1,10
73.0,1.4,5.6,3.0,0,0,10
82.0,20.0,3.9,4.0,0,1,10
92.0,21.5,0.0,3.0,0,0,10
77.0,28.4,0.5,3.0,0,1,10
78.0,2.5,3.5,3.0,0,1,10
79.0,2.0,7.5,8.0,0,1,10
77.0,18.3,7.1,5.0,0,1,10
81.0,1.4,3.6,4.0,0,1,10
78.0,46.6,0.5,5.0,0,1,10
76.0,2.3,5.0,4.0,0,1,10
72.0,0.0,9.2,4.0,0,1,10
77.0,1.4,5.4,6.0,0,1,11
71.0,6.5,4.5,8.0,0,1,11
74.0,1.4,4.0,5.0,0,1,11
74.0,0.0,2.0,3.0,0,1,11
71.0,1.4,1.1,3.0,0,1,11
70.0,1.4,0.0,4.0,0,1,11
71.0,0.0,7.0,4.0,0,1,11
80.0,1.4,5.008160031689443,4.0,0,0,11
77.0,18.5,1.1,5.0,0,1,11
75.0,1.4,6.2,4.0,0,1,11
79.0,0.3,7.1,4.0,0,1,11
74.0,7.7,3.7,3.0,0,1,11
89.0,1.0,4.1,3.0,0,1,11
75.0,29.1,4.0,4.0,0,1,11
76.0,0.0,3.0,4.0,0,1,11
74.0,6.1,0.8,3.0,0,1,11
75.0,14.5,6.1,4.0,0,1,11
76.0,1.4,5.008160031689443,3.0,0,1,11
73.0,0.3,2.3,5.0,0,1,11
72.0,1.4,9.1,4.0,0,1,11
79.0,1.4,6.4,4.0,0,0,11
78.0,2.7,0.0,7.0,0,1,11
77.0,10.5,5.3,3.0,0,1,11
68.0,0.2,5.3,6.0,0,1,11
71.0,1.4,5.008160031689443,6.0,0,1,11
76.0,1.4,1.5,4.0,0,1,11
77.0,1.4,6.8,4.0,0,1,11
82.0,3.3,6.1,4.0,0,1,11
79.0,2.8,4.6,4.0,0,0,11
75.0,1.4,0.0,6.0,0,1,11
71.0,1.4,0.2,8.0,0,1,12
80.0,0.0,1.9,8.0,0,0,12
75.0,6.6,0.4,13.0,0,1,12
87.0,2.0,3.2,8.0,0,1,12
83.0,7.0,0.2,8.0,0,0,12
78.0,0.1,5.008160031689443,6.0,0,1,12
79.0,0.0,5.008160031689443,4.0,0,1,12
72.0,1.4,1.2,4.0,0,1,12
68.0,0.1,8.6,8.0,0,1,12
71.0,0.0,6.0,8.0,0,0,12
76.0,1.4,7.5,5.0,0,0,12
75.0,1.4,2.7,7.0,0,1,12
72.0,3.0,4.5,5.0,0,1,12
74.0,0.5,4.1,4.0,0,1,12
68.0,0.3,4.8,7.0,0,1,12
73.0,1.4,4.6,4.0,0,1,12
76.0,0.3,5.9,5.0,0,0,12
75.0,3.0,1.0,5.0,0,1,12
77.0,1.4,5.5,5.0,0,0,12
70.0,1.1,2.4,7.0,0,1,12
69.0,1.4,8.2,7.0,0,1,12
72.0,0.0,5.3,7.0,0,1,12
72.0,1.4,5.0,7.0,0,1,12
75.0,1.4,6.2,7.0,0,1,12
72.0,1.4,1.5,7.0,0,1,12
80.0,0.0,1.9,6.0,0,1,12
74.0,1.3,5.8,7.0,0,1,12
68.0,1.4,1.0,7.0,0,1,12
75.0,1.4,5.8,5.0,0,0,12
81.0,1.4,2.8,5.0,0,0,12
73.0,1.4,4.2,4.0,0,1,12
69.0,0.0,7.3,6.0,0,1,1
67.0,1.4,9.1,6.0,0,1,1
70.0,1.4,9.2,7.0,0,0,1
79.0,1.5,5.008160031689443,4.0,0,0,1
81.0,7.7,0.0,5.0,0,1,1
84.0,82.9,3.6,5.0,0,1,1
76.0,1.4,6.1,5.0,0,1,1
72.0,0.0,5.5,4.0,0,1,1
80.0,1.4,9.0,9.0,0,1,1
82.0,74.4,1.8,5.0,0,1,1
85.0,5.0,3.9,5.0,0,1,1
81.0,4.7,0.9,7.0,0,1,1
71.0,2.3,5.7,8.0,0,1,1
76.0,1.4,0.7,8.0,0,0,1
78.0,0.9,0.4,6.0,0,1,1
86.0,0.0,0.0,7.0,0,0,1
75.0,32.9,0.4,7.0,0,1,1
70.0,0.0,2.6,5.0,0,1,1
71.0,1.4,6.5,8.0,0,1,1
69.0,1.4,5.008160031689443,8.0,0,1,1
74.0,1.4,8.7,5.0,0,1,1
77.0,1.4,7.2,6.0,0,0,1
73.0,0.0,3.5,5.0,0,1,1
78.0,1.4,6.4,5.0,0,0,1
75.0,0.0,6.7,5.0,0,0,1
84.0,12.3,3.0,5.0,0,1,1
80.0,1.4,0.8,5.0,0,0,1
82.0,6.7,5.008160031689443,6.0,0,0,1
80.0,12.9,0.0,7.0,0,0,1
85.0,13.7,0.7,5.0,0,0,1
84.0,15.3,2.4,4.0,0,0,1
86.0,21.0,0.0,5.0,0,1,2
82.0,3.2,0.2,5.0,0,0,2
82.0,1.4,0.3,7.0,0,0,2
78.0,25.0,2.4,8.0,0,1,2
75.0,1.4,4.3,9.0,0,1,2
72.0,1.4,7.1,7.0,0,1,2
75.0,6.9,5.0,6.0,0,0,2
74.0,1.4,3.9,5.0,0,1,2
76.0,0.4,4.1,5.0,0,1,2
89.0,39.9,0.3,4.0,0,0,2
89.0,15.4,0.0,5.0,0,0,2
78.0,44.5,0.0,6.0,0,1,2
83.0,25.1,2.4,6.0,0,1,2
87.0,26.8,5.008160031689443,6.0,0,1,2
85.0,34.0,3.2,5.0,0,1,2
79.0,32.4,7.4,21.0,1,1,2
83.0,148.6,5.7,4.0,1,1,2
79.0,1.4,5.9,3.0,0,1,2
88.0,21.4,3.1,4.0,1,0,2
90.0,20.8,5.008160031689443,5.0,1,0,2
87.0,115.9,5.008160031689443,4.0,1,0,2
80.0,12.3,2.8,4.0,1,1,2
78.0,20.5,8.8,3.0,0,1,2
79.0,1.4,5.9,3.0,0,1,2
76.0,0.0,6.0,4.0,0,1,2
79.0,0.9,5.008160031689443,4.0,0,1,2
78.0,2.7,9.3,4.0,0,1,2
82.0,3.2,8.2,4.0,0,0,2
78.0,20.8,3.8,4.0,0,1,3
79.0,0.0,6.1,3.0,0,2,3
79.0,0.3,8.1,4.0,0,1,3
80.0,6.2,4.8,5.0,0,1,3
77.0,0.0,7.5,4.0,0,1,3
82.0,26.5,9.2,6.0,0,1,3
81.0,22.7,4.9,6.0,0,1,3
78.0,24.3,1.1,4.0,0,1,3
77.0,1.4,6.3,4.0,0,1,3
75.0,1.4,8.9,4.0,0,1,3
72.0,1.4,7.3,4.0,0,1,3
73.0,0.0,8.7,5.0,0,1,3
72.0,1.4,5.5,4.0,0,1,3
74.0,0.0,6.6,5.0,0,1,3
70.0,3.6,3.0,5.0,0,1,3
70.0,0.0,3.3,4.0,0,1,3
72.0,0.0,6.9,4.0,0,1,3
83.0,3.1,6.2,7.0,0,0,3
78.0,9.0,1.4,5.0,0,1,3
77.0,2.0,6.1,6.0,0,0,3
79.0,3.8,1.7,4.0,0,1,3
86.0,14.3,4.2,4.0,0,1,3
87.0,24.4,1.0,4.0,0,1,3
77.0,6.1,5.008160031689443,3.0,0,1,3
78.0,1.4,9.5,3.0,0,0,3
78.0,0.0,1.4,4.0,0,0,3
77.0,4.0,2.5,4.0,0,1,3
80.0,1.4,7.8,4.0,0,1,3
76.0,7.6,8.5,4.0,0,1,3
75.0,1.4,5.6,7.0,0,1,3
80.0,7.6,7.9,4.0,0,0,3
76.0,1.4,0.5,3.0,0,1,4
86.0,22.9,5.008160031689443,3.0,0,1,4
80.0,4.3,3.8,6.0,0,1,4
78.0,1.4,6.4,4.0,0,1,4
71.0,1.4,7.7,7.0,0,1,4
73.0,1.4,7.9,8.0,0,1,4
74.0,1.4,6.3,5.0,0,1,4
77.0,3.5,5.008160031689443,6.0,0,1,4
74.0,1.4,4.3,6.0,0,1,4
73.0,0.0,5.6,4.0,0,1,4
78.0,8.5,7.0,3.0,0,1,4
75.0,41.5,6.1,4.0,0,1,4
79.0,0.4,5.1,3.0,0,1,4
80.0,1.4,5.2,3.0,0,1,4
78.0,1.4,5.4,3.0,0,2,4
80.0,19.0,5.008160031689443,3.0,0,1,4
78.0,1.4,2.7,4.0,0,1,4
76.0,1.4,5.9,4.0,0,1,4
79.0,0.0,5.7,4.0,0,1,4
75.0,1.4,5.008160031689443,6.0,0,1,4
76.0,1.4,7.8,3.0,0,1,4
82.0,13.0,4.2,4.0,0,1,4
77.0,2.8,4.7,3.0,0,1,4
76.0,1.4,1.1,4.0,0,1,4
75.0,0.0,6.9,4.0,0,1,4
75.0,1.4,7.9,5.0,0,1,4
73.0,1.4,3.2,4.0,0,2,4
71.0,0.2,6.4,5.0,0,1,4
70.0,1.4,4.3,4.0,0,1,4
70.0,1.4,6.9,3.0,0,1,4
76.0,1.4,6.5,3.0,0,1,5
76.0,0.3,7.2,3.0,0,1,5
75.0,1.4,4.3,3.0,0,1,5
76.90393222506394,0.0,5.008160031689443,4.0,0,1,5
71.0,1.4,3.4,5.0,0,1,5
78.0,4.6,6.3,3.0,0,1,5
77.0,0.3,4.8,4.0,0,1,5
77.0,1.4,3.7,4.0,0,1,5
76.0,1.4,5.0,5.0,0,2,5
72.0,1.4,6.3,4.0,0,0,5
71.0,1.4,0.0,3.0,0,1,5
73.0,0.0,0.0,4.0,0,1,5
73.0,0.0,8.5,4.0,0,1,5
80.0,44.3,7.4,3.0,0,1,5
68.0,1.4,5.2,5.0,0,2,5
71.0,0.0,7.1,5.0,0,1,5
75.0,1.4,7.7,5.0,0,1,5
72.0,1.4,5.4,4.0,0,1,5
70.0,0.0,5.008160031689443,4.0,0,1,5
72.0,1.4,6.2,3.0,0,0,5
76.90393222506394,1.4,5.008160031689443,3.0,0,1,5
71.0,0.0,0.9,4.0,0,1,5
70.0,1.4,5.5,4.0,0,1,5
68.0,1.4,6.1,6.0,0,1,5
66.0,0.0,4.3,5.0,0,1,5
70.0,1.4,5.0,3.0,0,1,5
74.0,1.4,5.008160031689443,6.0,0,1,5
75.0,0.0,2.7,4.0,0,0,5
84.0,1.4,0.0,4.0,0,0,5
82.0,3.5,0.0,5.0,0,1,5
73.0,0.0,1.2,8.0,0,1,5
70.0,1.4,5.008160031689443,5.0,0,1,6
80.0,1.4,0.0,4.0,0,1,6
77.0,1.4,0.0,4.0,0,1,6
74.0,1.4,4.0,4.0,0,1,6
74.0,0.0,6.3,3.0,0,1,6
76.0,55.0,2.4,4.0,0,1,6
73.0,1.4,5.5,5.0,0,1,6
73.0,0.0,7.9,6.0,0,1,6
74.0,1.4,8.9,5.0,0,1,6
77.0,0.0,8.7,4.0,0,1,6
76.0,0.1,5.3,3.0,0,0,6
76.0,0.0,2.7,4.0,0,1,6
73.0,1.4,7.7,4.0,0,1,6
80.0,21.9,3.4,4.0,0,1,6
76.0,0.0,2.2,6.0,0,1,6
77.0,21.5,0.9,6.0,0,1,6
77.0,1.4,7.9,4.0,0,1,6
76.0,0.8,7.1,3.0,0,1,6
65.0,1.4,7.1,3.0,0,1,6
68.0,1.4,6.8,5.0,0,1,6
72.0,0.0,7.9,4.0,0,1,6
78.0,1.4,5.8,5.0,0,0,6
79.0,1.4,0.0,5.0,0,0,6
85.0,0.0,5.008160031689443,5.0,0,1,6
78.0,0.2,0.0,7.0,0,1,6
79.0,16.1,5.4,5.0,0,1,6
81.0,11.5,3.0,4.0,0,1,6
78.0,1.4,6.7,5.0,0,1,6
78.0,1.4,9.0,5.0,0,1,6
76.90393222506394,53.4,9.0,5.0,0,1,6
77.0,0.8,1.0,5.0,0,1,7
71.0,1.4,8.4,6.0,0,1,7
75.0,1.4,6.9,5.0,0,1,7
73.0,1.4,6.7,5.0,0,1,7
71.0,1.4,7.9,4.0,0,1,7
68.0,1.4,3.6,4.0,0,1,7
72.0,1.4,2.5,4.0,0,1,7
70.0,1.4,4.6,5.0,0,1,7
72.0,0.0,0.0,5.0,0,0,7
77.0,1.4,6.9,3.0,0,1,7
75.0,19.8,3.4,4.0,0,1,7
78.0,1.4,3.4,3.0,0,1,7
75.0,1.4,0.0,4.0,0,1,7
72.0,1.4,1.9,5.0,0,1,7
67.0,0.0,0.5,5.0,0,1,7
70.0,1.4,0.0,4.0,0,1,7
63.0,1.4,0.9,3.0,0,1,7
73.0,0.0,7.4,5.0,0,1,7
75.0,1.4,0.0,5.0,0,1,7
75.0,1.4,6.8,5.0,0,1,7
79.0,14.5,7.4,4.0,0,1,7
72.0,0.1,5.1,5.0,0,1,7
74.0,1.4,6.9,3.0,0,1,7
74.0,0.0,5.0,4.0,0,1,7
67.0,1.4,5.008160031689443,5.0,0,1,7
59.0,1.4,7.9,5.0,0,1,7
67.0,1.4,7.5,5.0,0,1,7
72.0,1.4,6.1,6.0,0,1,7
75.0,1.4,5.008160031689443,6.0,0,1,7
74.0,0.0,7.9,5.0,0,1,7
74.0,1.4,9.4,4.0,0,1,7
62.0,1.4,7.6,5.0,0,2,8
65.0,0.0,5.4,6.0,0,1,8
65.0,1.4,8.7,4.0,0,1,8
65.0,1.4,8.8,5.0,0,1,8
70.0,0.0,8.3,4.0,0,1,8
70.0,1.4,7.9,5.0,0,1,8
72.0,0.0,7.3,5.0,0,1,8
67.0,1.4,8.9,5.0,0,1,8
71.0,1.4,8.8,4.0,0,1,8
72.0,0.0,2.8,4.0,0,1,8
72.0,1.4,7.1,5.0,0,1,8
74.0,0.0,5.8,5.0,0,0,8
75.0,1.4,6.0,4.0,0,1,8
74.0,0.0,1.8,4.0,0,1,8
72.0,1.4,2.1,4.0,0,1,8
60.0,1.4,0.9,5.0,0,1,8
68.0,1.4,7.7,5.0,0,1,8
63.0,0.0,3.3,6.0,0,1,8
63.0,1.4,5.0,7.0,0,1,8
69.0,0.0,5.3,5.0,0,1,8
61.0,1.4,5.008160031689443,6.0,0,1,8
67.0,0.0,6.7,4.0,0,0,8
66.0,1.4,0.0,6.0,0,1,8
61.0,1.4,4.6,8.0,0,1,8
62.0,1.4,5.5,7.0,0,1,8
60.0,1.4,3.4,8.0,0,1,8
63.0,0.0,4.7,7.0,0,1,8
60.0,1.4,5.5,6.0,0,1,8
73.0,1.4,5.008160031689443,5.0,0,1,8
75.0,1.9,0.0,5.0,0,1,8
74.0,0.0,5.008160031689443,6.0,0,1,8
71.0,0.0,7.7,6.0,0,1,9
67.0,1.4,7.2,5.0,0,1,9
66.0,1.4,8.6,6.0,0,1,9
65.0,0.0,9.4,5.0,0,1,9
71.0,1.4,7.3,5.0,0,1,9
67.0,1.4,1.1,7.0,0,1,9
69.0,1.4,7.7,6.0,0,1,9
67.0,1.4,7.9,8.0,0,1,9
73.0,1.4,10.0,5.0,0,1,9
68.0,1.4,10.0,5.0,0,1,9
77.0,2.5,9.4,4.0,0,1,9
72.0,1.4,0.9,3.0,0,1,9
66.0,1.4,6.4,4.0,0,1,9
71.0,1.4,7.9,5.0,0,1,9
71.0,1.4,5.008160031689443,5.0,0,1,9
62.0,0.0,10.1,7.0,0,1,9
69.0,1.4,10.0,6.0,0,1,9
66.0,1.4,5.008160031689443,6.0,0,1,9
70.0,1.4,10.4,5.0,0,1,9
69.0,1.4,8.7,5.0,0,0,9
74.0,4.1,7.5,4.0,0,1,9
69.0,1.4,10.1,4.0,0,1,9
65.0,1.4,10.3,4.0,0,1,9
72.0,0.0,9.3,3.0,0,0,9
70.0,1.4,5.008160031689443,4.0,0,1,9
70.0,0.0,7.7,5.0,0,1,9
92.0,17.0,6.6,4.0,0,0,9
80.0,43.2,0.0,4.0,0,1,9
76.0,3.4,5.9,5.0,0,1,9
72.0,4.4,8.2,4.0,0,1,9
79.0,0.0,8.8,5.0,0,1,10
76.0,21.0,3.1,5.0,0,1,10
75.0,1.4,5.6,4.0,0,1,10
75.0,0.0,5.008160031689443,5.0,0,1,10
74.0,1.4,8.0,6.0,0,1,10
73.0,0.1,9.9,4.0,0,0,10
70.0,1.4,8.4,4.0,0,1,10
69.0,0.1,7.7,4.0,0,1,10
71.0,0.0,5.2,4.0,0,1,10
76.0,0.0,4.7,3.0,0,1,10
74.0,1.4,0.0,5.0,0,1,10
71.0,1.4,4.9,3.0,0,1,10
68.0,1.4,3.8,4.0,0,1,10
69.0,0.0,10.0,4.0,0,1,10
68.0,1.2,7.2,4.0,0,1,10
72.0,0.0,6.8,4.0,0,1,10
68.0,1.8,2.5,26.0,0,1,10
77.0,1.4,3.7,4.0,0,1,10
81.0,6.3,5.3,3.0,0,1,10
77.0,2.7,3.6,4.0,0,1,10
72.0,1.4,9.3,4.0,0,1,10
70.0,2.6,7.6,5.0,0,1,10
73.0,1.4,10.0,5.0,0,0,10
80.0,23.3,6.0,4.0,0,2,10
71.0,1.4,5.008160031689443,4.0,0,1,10
68.0,0.0,5.008160031689443,5.0,0,0,10
67.0,1.4,4.9,3.0,0,1,10
79.0,1.4,6.6,5.0,0,1,10
80.0,10.2,0.7,4.0,0,1,10
72.0,1.4,3.6,4.0,0,1,10
66.0,0.0,11.6,5.0,0,1,10
68.0,1.4,7.8,5.0,0,1,11
70.0,1.4,6.3,4.0,0,1,11
70.0,1.4,9.5,5.0,0,1,11
75.0,1.4,2.3,4.0,0,1,11
70.0,0.8,3.8,4.0,0,1,11
77.0,5.0,7.8,5.0,1,1,11
82.0,0.8,9.6,6.0,1,0,11
74.0,1.6,0.0,4.0,0,1,11
76.0,1.4,4.7,5.0,0,1,11
74.0,32.1,3.7,4.0,0,1,11
71.0,0.0,9.6,5.0,0,1,11
74.0,1.4,7.7,21.0,0,1,11
78.0,0.0,5.3,4.0,1,1,11
79.0,39.1,1.1,3.0,0,1,11
82.0,17.8,3.8,2.0,0,1,11
79.0,1.4,0.9,5.0,0,1,11
81.0,4.7,1.5,6.0,1,1,11
77.0,3.2,7.7,4.0,0,1,11
84.0,1.4,4.9,3.0,0,1,11
70.0,14.1,0.0,6.0,0,1,11
68.0,1.4,4.0,3.0,0,1,11
74.0,1.4,1.1,5.0,0,1,11
74.0,1.4,6.0,6.0,0,1,11
63.0,1.4,6.4,7.0,0,1,11
70.0,1.4,6.3,8.0,0,1,11
83.0,0.2,4.3,7.0,0,0,11
82.0,1.4,1.3,8.0,0,1,11
78.0,1.3,0.0,10.0,0,1,11
73.0,0.1,1.8,5.0,0,1,11
84.0,7.7,3.0,10.0,0,0,11
74.0,20.3,0.0,7.0,0,1,12
66.0,0.1,5.008160031689443,10.0,0,1,12
74.0,0.0,3.6,7.0,1,1,12
71.0,1.4,7.2,8.0,1,1,12
66.0,0.0,7.2,7.0,1,1,12
76.0,1.4,5.3,4.0,1,1,12
75.0,1.4,8.5,5.0,1,1,12
72.0,0.0,10.5,5.0,1,0,12
77.0,18.6,8.4,5.0,0,1,12
73.0,0.4,6.5,5.0,0,0,12
81.0,0.2,2.7,7.0,0,1,12
84.0,48.1,0.5,5.0,0,1,12
80.0,16.0,0.3,4.0,0,1,12
80.0,1.4,5.008160031689443,3.0,0,1,12
74.0,0.0,0.0,3.0,0,1,12
83.0,1.4,5.2,3.0,0,0,12
79.0,1.4,0.9,6.0,0,1,12
79.0,13.6,0.6,5.0,0,1,12
87.0,44.8,5.4,5.0,0,1,12
82.0,28.6,5.008160031689443,5.0,0,1,12
84.0,9.0,0.0,6.0,0,0,12
78.0,3.6,0.3,6.0,0,1,12
68.0,1.4,5.4,4.0,0,1,12
65.0,1.4,5.008160031689443,5.0,0,1,12
70.0,0.0,7.1,7.0,0,1,12
76.0,1.4,9.2,5.0,0,1,12
78.0,0.0,7.1,5.0,0,0,12
76.0,1.4,5.008160031689443,4.0,0,1,12
76.0,0.0,2.6,4.0,0,1,12
80.0,0.0,3.0,4.0,0,0,12
80.0,1.4,2.0,5.0,0,1,12
77.0,34.2,7.3,6.0,0,1,1
72.0,0.0,5.008160031689443,4.0,0,1,1
75.0,1.4,7.9,4.0,1,1,1
72.0,0.1,7.7,7.0,1,1,1
64.0,1.4,6.0,8.0,1,1,1
68.0,1.4,2.3,6.0,0,1,1
77.0,1.4,1.4,4.0,0,1,1
76.0,0.0,0.0,5.0,0,1,1
78.0,0.0,3.7,3.0,0,0,1
75.0,0.5,3.6,6.0,0,1,1
74.0,1.3,6.1,8.0,0,1,1
73.0,1.4,5.008160031689443,7.0,0,1,1
70.0,1.4,3.2,7.0,0,1,1
79.0,5.8,3.1,8.0,0,1,1
82.0,8.0,1.5,5.0,0,1,1
74.0,25.3,2.8,6.0,0,1,1
75.0,1.4,4.6,4.0,0,1,1
92.0,0.0,1.5,3.0,1,0,1
80.0,66.3,0.0,7.0,0,1,1
82.0,9.9,0.4,8.0,0,1,1
74.0,5.5,3.0,7.0,0,1,1
80.0,0.0,2.4,8.0,0,1,1
76.90393222506394,15.1,7.8,6.0,0,0,1
76.0,0.0,3.9,7.0,0,1,1
71.0,1.4,0.0,6.0,0,1,1
73.0,2.6,2.9,7.0,0,1,1
80.0,3.0,1.9,9.0,0,0,1
80.0,4.9,1.5,7.0,0,1,1
78.0,4.2,4.5,7.0,0,1,1
80.0,0.6,4.0,4.0,1,1,1
82.0,12.0,4.5,5.0,1,1,2
79.0,1.3,4.5,4.0,0,1,2
81.0,56.5,7.3,5.0,0,1,2
85.0,22.5,3.0,6.0,0,1,2
84.0,38.9,1.2,6.0,0,0,2
85.0,27.6,0.0,5.0,0,1,2
83.0,12.4,3.1,6.0,0,1,2
85.0,1.4,0.9,4.0,0,1,2
84.0,20.0,3.6,6.0,0,1,2
78.0,13.5,5.7,4.0,0,1,2
85.0,7.5,9.5,7.0,0,0,2
77.0,1.4,3.4,6.0,0,0,2
75.0,0.0,6.2,4.0,0,0,2
81.0,9.6,3.4,4.0,0,0,2
87.0,9.9,5.008160031689443,4.0,1,0,2
85.0,100.5,0.0,5.0,1,1,2
83.0,1.4,8.2,3.0,0,0,2
82.0,7.8,1.9,3.0,0,1,2
83.0,2.0,8.5,3.0,0,1,2
84.0,4.0,5.1,5.0,0,1,2
84.0,45.1,7.9,4.0,0,1,2
85.0,8.2,8.0,4.0,0,0,2
81.0,1.4,1.0,5.0,0,1,2
75.0,1.4,5.0,5.0,0,1,2
80.0,7.0,9.5,3.0,0,1,2
85.0,35.7,8.6,4.0,0,1,2
83.0,31.5,4.0,6.0,0,1,2
87.0,21.5,6.3,4.0,0,1,2
84.0,2.0,2.0,2.0,0,1,3
79.0,0.8,3.4,3.0,0,1,3
81.0,1.4,5.008160031689443,4.0,0,1,3
76.0,0.0,1.9,4.0,0,1,3
82.0,5.0,5.3,3.0,0,1,3
81.0,0.0,4.1,3.0,0,1,3
81.0,1.4,2.4,5.0,0,1,3
85.0,14.3,7.0,3.0,0,1,3
80.0,2.6,3.4,6.0,0,1,3
80.0,1.9,5.6,3.0,0,1,3
84.0,0.5,5.9,6.0,0,1,3
79.0,13.7,6.3,6.0,0,1,3
81.0,0.3,3.3,5.0,0,0,3
79.0,1.4,0.3,4.0,0,0,3
79.0,1.4,7.6,3.0,0,1,3
73.0,1.4,5.008160031689443,3.0,0,1,3
85.0,1.2,7.4,3.0,0,0,3
83.0,8.8,5.008160031689443,3.0,0,1,3
82.0,48.5,7.7,4.0,0,1,3
79.0,0.0,8.7,4.0,0,1,3
74.0,1.4,8.3,9.0,0,0,3
75.0,1.4,5.008160031689443,5.0,0,1,3
78.0,3.8,6.0,3.0,0,0,3
77.0,1.4,6.8,5.0,0,1,3
74.0,1.4,5.008160031689443,3.0,0,1,3
82.0,6.7,2.8,6.0,0,1,3
84.0,1.4,5.2,5.0,0,1,3
81.0,129.6,5.008160031689443,3.0,0,1,3
74.0,1.4,7.0,4.0,0,1,3
74.0,1.5,9.8,5.0,0,1,3
78.0,0.0,9.5,4.0,0,1,3
75.0,1.4,9.0,5.0,0,1,4
77.0,1.4,8.4,4.0,0,1,4
79.0,2.0,7.0,4.0,0,1,4
80.0,69.3,8.7,4.0,0,1,4
75.0,1.4,5.008160031689443,4.0,0,1,4
78.0,1.4,5.008160031689443,4.0,0,1,4
74.0,1.4,8.9,6.0,0,1,4
77.0,0.0,9.0,5.0,0,1,4
79.0,0.0,6.4,5.0,0,1,4
69.0,1.4,7.9,4.0,0,1,4
71.0,1.4,5.008160031689443,5.0,0,1,4
74.0,1.4,8.5,5.0,0,0,4
77.0,1.4,6.1,7.0,0,1,4
81.0,0.6,9.0,4.0,0,0,4
77.0,0.0,8.2,4.0,0,0,4
76.0,1.4,5.4,3.0,0,0,4
77.0,1.4,5.008160031689443,4.0,0,1,4
74.0,1.4,6.2,4.0,0,1,4
77.0,0.0,7.1,4.0,0,1,4
76.0,1.4,5.1,3.0,0,1,4
76.0,1.4,7.6,4.0,0,1,4
74.0,1.4,4.7,4.0,0,1,4
90.0,29.0,6.8,3.0,0,0,4
85.0,21.1,0.0,4.0,0,1,4
94.0,1.0,0.6,5.0,0,1,4
88.0,6.1,5.008160031689443,6.0,0,1,4
75.0,1.7,3.8,5.0,0,1,4
76.0,0.2,8.7,4.0,0,1,4
80.0,50.2,8.0,4.0,0,1,4
73.0,1.4,7.5,7.0,0,1,4
69.0,1.4,8.6,4.0,0,1,5
72.0,1.4,8.7,4.0,0,1,5
75.0,1.4,8.6,3.0,0,1,5
73.0,0.0,7.8,4.0,0,1,5
71.0,1.4,6.5,4.0,0,1,5
69.0,1.4,8.7,4.0,0,1,5
66.0,1.4,5.008160031689443,4.0,0,1,5
72.0,0.0,8.7,7.0,0,1,5
69.0,0.0,8.9,5.0,0,1,5
66.0,1.4,8.8,7.0,0,1,5
69.0,1.4,8.9,4.0,0,1,5
70.0,1.4,5.008160031689443,3.0,0,1,5
71.0,0.0,9.6,6.0,0,1,5
66.0,0.0,7.8,5.0,0,1,5
73.0,1.4,8.5,7.0,0,1,5
75.0,1.4,6.6,5.0,0,1,5
82.0,4.0,5.008160031689443,3.0,0,0,5
79.0,0.1,1.5,3.0,0,1,5
81.0,7.3,6.8,4.0,0,0,5
77.0,1.4,6.5,4.0,0,1,5
77.0,1.4,5.5,3.0,0,1,5
